index,retailer,retailer_id,invoice_date,region,state,city,product,price_per_unit,units_sold,total_sales,operating_profit,sales_method
242,West Gear,1128299,2/21/20,West,Nevada,Las Vegas,Women's Street Footwear,57,117,6669,3334.5,Online
243,West Gear,1128299,2/22/20,West,Nevada,Las Vegas,Women's Athletic Footwear,43,124,5332,1866.2,Outlet
244,West Gear,1128299,2/22/20,West,Nevada,Las Vegas,Women's Athletic Footwear,60,400,240000,72000.0,In-store
245,West Gear,1128299,2/22/20,West,Nevada,Las Vegas,Women's Athletic Footwear,58,112,6496,2858.24,Online
246,West Gear,1128299,2/23/20,West,Nevada,Las Vegas,Men's Apparel,67,120,8040,4904.4,Online
247,West Gear,1128299,2/23/20,West,Nevada,Las Vegas,Men's Apparel,53,128,6784,3595.52,Outlet
248,West Gear,1128299,2/23/20,West,Nevada,Las Vegas,Men's Apparel,70,400,280000,140000.0,In-store
249,West Gear,1128299,2/24/20,West,Nevada,Las Vegas,Women's Apparel,54,140,7560,1587.6,Outlet
250,West Gear,1128299,2/24/20,West,Nevada,Las Vegas,Women's Apparel,75,450,337500,50625.0,In-store
251,West Gear,1128299,2/24/20,West,Nevada,Las Vegas,Women's Apparel,74,113,8362,2508.6,Online
252,West Gear,1128299,2/25/20,West,Nevada,Las Vegas,Men's Street Footwear,47,171,8037,3214.8,Outlet
253,West Gear,1128299,2/25/20,West,Nevada,Las Vegas,Men's Street Footwear,56,138,7728,3786.72,Online
254,West Gear,1128299,2/25/20,West,Nevada,Las Vegas,Men's Street Footwear,60,550,330000,115500.0,In-store
255,West Gear,1128299,2/26/20,West,Nevada,Las Vegas,Men's Athletic Footwear,50,193,9650,2412.5,Outlet
256,West Gear,1128299,2/26/20,West,Nevada,Las Vegas,Men's Athletic Footwear,59,165,9735,3407.25,Online
257,West Gear,1128299,2/26/20,West,Nevada,Las Vegas,Men's Athletic Footwear,65,550,357500,71500.0,In-store
258,West Gear,1128299,2/27/20,West,Nevada,Las Vegas,Women's Street Footwear,54,109,5886,2648.7,Online
259,West Gear,1128299,2/27/20,West,Nevada,Las Vegas,Women's Street Footwear,60,375,225000,78750.0,In-store
260,West Gear,1128299,2/27/20,West,Nevada,Las Vegas,Women's Street Footwear,47,113,5311,2230.62,Outlet
261,West Gear,1128299,2/28/20,West,Nevada,Las Vegas,Women's Athletic Footwear,54,105,5670,2381.4,Online
262,West Gear,1128299,2/28/20,West,Nevada,Las Vegas,Women's Athletic Footwear,60,350,210000,63000.0,In-store
263,West Gear,1128299,2/28/20,West,Nevada,Las Vegas,Women's Athletic Footwear,43,119,5117,1688.61,Outlet
264,West Gear,1128299,3/1/20,West,Nevada,Las Vegas,Men's Apparel,70,325,227500,113750.0,In-store
265,West Gear,1128299,3/1/20,West,Nevada,Las Vegas,Men's Apparel,48,107,5136,2773.44,Outlet
266,West Gear,1128299,3/1/20,West,Nevada,Las Vegas,Men's Apparel,63,81,5103,3112.83,Online
267,West Gear,1128299,3/2/20,West,Nevada,Las Vegas,Women's Apparel,68,94,6392,1598.0,Online
268,West Gear,1128299,3/2/20,West,Nevada,Las Vegas,Women's Apparel,75,375,281250,42187.5,In-store
269,West Gear,1128299,3/2/20,West,Nevada,Las Vegas,Women's Apparel,53,120,6360,1399.2,Outlet
270,West Gear,1128299,3/3/20,West,Nevada,Las Vegas,Men's Street Footwear,60,575,345000,120750.0,In-store
271,Foot Locker,1185732,3/3/20,Northeast,New York,New York,Women's Apparel,59,290,17110,6159.6,Online
272,West Gear,1128299,3/3/20,West,Nevada,Las Vegas,Men's Street Footwear,47,196,9212,3869.04,Outlet
273,Foot Locker,1185732,3/3/20,Northeast,New York,New York,Women's Apparel,65,1000,650000,162500.0,Outlet
274,Foot Locker,1185732,3/3/20,Northeast,New York,New York,Women's Apparel,44,320,14080,4083.2,Outlet
275,West Gear,1128299,3/3/20,West,Nevada,Las Vegas,Men's Street Footwear,57,155,8835,4240.8,Online
276,West Gear,1128299,3/4/20,West,Nevada,Las Vegas,Men's Athletic Footwear,64,150,9600,3264.0,Online
277,West Gear,1128299,3/4/20,West,Nevada,Las Vegas,Men's Athletic Footwear,65,575,373750,74750.0,In-store
278,Foot Locker,1185732,3/4/20,Northeast,New York,New York,Men's Street Footwear,55,313,17215,10501.15,Online
279,West Gear,1128299,3/4/20,West,Nevada,Las Vegas,Men's Athletic Footwear,52,201,10452,2613.0,Outlet
280,Foot Locker,1185732,3/4/20,Northeast,New York,New York,Men's Street Footwear,47,400,18800,9776.0,Outlet
281,Foot Locker,1185732,3/4/20,Northeast,New York,New York,Men's Street Footwear,60,1250,750000,375000.0,Outlet
282,Foot Locker,1185732,3/5/20,Northeast,New York,New York,Men's Athletic Footwear,55,1000,550000,165000.0,Outlet
283,West Gear,1128299,3/5/20,West,Nevada,Las Vegas,Women's Street Footwear,60,425,255000,89250.0,In-store
284,Foot Locker,1185732,3/5/20,Northeast,New York,New York,Men's Athletic Footwear,54,270,14580,5977.8,Online
285,West Gear,1128299,3/5/20,West,Nevada,Las Vegas,Women's Street Footwear,44,140,6160,2587.2,Outlet
286,West Gear,1128299,3/5/20,West,Nevada,Las Vegas,Women's Street Footwear,55,106,5830,2681.8,Online
287,Foot Locker,1185732,3/5/20,Northeast,New York,New York,Men's Athletic Footwear,41,340,13940,4739.6,Outlet
288,West Gear,1128299,3/6/20,West,Nevada,Las Vegas,Women's Athletic Footwear,43,132,5676,1986.6,Outlet
289,West Gear,1128299,3/6/20,West,Nevada,Las Vegas,Women's Athletic Footwear,60,400,240000,72000.0,In-store
290,Foot Locker,1185732,3/6/20,Northeast,New York,New York,Women's Street Footwear,46,278,12788,6138.24,Online
291,Foot Locker,1185732,3/6/20,Northeast,New York,New York,Women's Street Footwear,50,925,462500,161875.0,Outlet
292,Foot Locker,1185732,3/6/20,Northeast,New York,New York,Women's Street Footwear,37,296,10952,4490.32,Outlet
293,West Gear,1128299,3/6/20,West,Nevada,Las Vegas,Women's Athletic Footwear,56,108,6048,2479.68,Online
294,West Gear,1128299,3/7/20,West,Nevada,Las Vegas,Men's Apparel,70,350,245000,122500.0,In-store
295,West Gear,1128299,3/7/20,West,Nevada,Las Vegas,Men's Apparel,64,88,5632,3604.48,Online
296,Foot Locker,1185732,3/7/20,Northeast,New York,New York,Women's Athletic Footwear,47,261,12267,5520.15,Online
297,West Gear,1128299,3/7/20,West,Nevada,Las Vegas,Men's Apparel,46,119,5474,2955.96,Outlet
298,Foot Locker,1185732,3/7/20,Northeast,New York,New York,Women's Athletic Footwear,38,297,11286,4288.68,Outlet
299,Foot Locker,1185732,3/7/20,Northeast,New York,New York,Women's Athletic Footwear,50,900,450000,157500.0,Outlet
300,West Gear,1128299,3/8/20,West,Nevada,Las Vegas,Women's Apparel,75,475,356250,53437.5,In-store
301,West Gear,1128299,3/8/20,West,Nevada,Las Vegas,Women's Apparel,51,162,8262,1735.02,Outlet
302,West Gear,1128299,3/8/20,West,Nevada,Las Vegas,Women's Apparel,68,133,9044,2351.44,Online
303,Foot Locker,1185732,3/8/20,Northeast,New York,New York,Men's Apparel,55,252,13860,6237.0,Online
304,Foot Locker,1185732,3/8/20,Northeast,New York,New York,Men's Apparel,45,288,12960,4406.4,Outlet
305,Foot Locker,1185732,3/8/20,Northeast,New York,New York,Men's Apparel,60,900,540000,162000.0,Outlet
306,West Gear,1128299,3/9/20,West,Nevada,Las Vegas,Men's Street Footwear,47,216,10152,3756.24,Outlet
307,Foot Locker,1185732,3/9/20,Northeast,New York,New York,Women's Apparel,64,305,19520,7612.8,Online
308,Foot Locker,1185732,3/9/20,Northeast,New York,New York,Women's Apparel,65,1050,682500,170625.0,Outlet
309,Foot Locker,1185732,3/9/20,Northeast,New York,New York,Women's Apparel,46,347,15962,5107.84,Outlet
310,West Gear,1128299,3/9/20,West,Nevada,Las Vegas,Men's Street Footwear,58,196,11368,5342.96,Online
311,West Gear,1128299,3/9/20,West,Nevada,Las Vegas,Men's Street Footwear,60,675,405000,141750.0,In-store
312,West Gear,1128299,3/10/20,West,Nevada,Las Vegas,Men's Athletic Footwear,62,189,11718,3984.12,Online
313,Foot Locker,1185732,3/10/20,Northeast,New York,New York,Men's Street Footwear,60,1275,765000,382500.0,Outlet
314,West Gear,1128299,3/10/20,West,Nevada,Las Vegas,Men's Athletic Footwear,65,675,438750,87750.0,In-store
315,Foot Locker,1185732,3/10/20,Northeast,New York,New York,Men's Street Footwear,44,434,19096,9929.92,Outlet
316,West Gear,1128299,3/10/20,West,Nevada,Las Vegas,Men's Athletic Footwear,50,209,10450,2612.5,Outlet
317,Foot Locker,1185732,3/10/20,Northeast,New York,New York,Men's Street Footwear,59,319,18821,11292.6,Online
318,Foot Locker,1185732,3/11/20,Northeast,New York,New York,Men's Athletic Footwear,41,318,13038,4824.06,Outlet
319,West Gear,1128299,3/11/20,West,Nevada,Las Vegas,Women's Street Footwear,47,166,7802,3276.84,Outlet
320,West Gear,1128299,3/11/20,West,Nevada,Las Vegas,Women's Street Footwear,60,475,285000,99750.0,In-store
321,West Gear,1128299,3/11/20,West,Nevada,Las Vegas,Women's Street Footwear,59,119,7021,3299.87,Online
322,Foot Locker,1185732,3/11/20,Northeast,New York,New York,Men's Athletic Footwear,53,267,14151,5943.42,Online
323,Foot Locker,1185732,3/11/20,Northeast,New York,New York,Men's Athletic Footwear,55,1025,563750,169125.0,Outlet
324,West Gear,1128299,3/12/20,West,Nevada,Las Vegas,Women's Athletic Footwear,40,166,6640,2390.4,Outlet
325,West Gear,1128299,3/12/20,West,Nevada,Las Vegas,Women's Athletic Footwear,60,475,285000,85500.0,In-store
326,Foot Locker,1185732,3/12/20,Northeast,New York,New York,Women's Street Footwear,35,295,10325,4336.5,Outlet
327,West Gear,1128299,3/12/20,West,Nevada,Las Vegas,Women's Athletic Footwear,57,133,7581,3335.64,Online
328,Foot Locker,1185732,3/12/20,Northeast,New York,New York,Women's Street Footwear,50,950,475000,166250.0,Outlet
329,Foot Locker,1185732,3/12/20,Northeast,New York,New York,Women's Street Footwear,46,247,11362,5112.9,Online
330,West Gear,1128299,3/13/20,West,Nevada,Las Vegas,Men's Apparel,69,112,7728,4636.8,Online
331,Foot Locker,1185732,3/13/20,Northeast,New York,New York,Women's Athletic Footwear,50,900,450000,157500.0,Outlet
332,Foot Locker,1185732,3/13/20,Northeast,New York,New York,Women's Athletic Footwear,46,243,11178,5141.88,Online
333,Foot Locker,1185732,3/13/20,Northeast,New York,New York,Women's Athletic Footwear,35,270,9450,3496.5,Outlet
334,West Gear,1128299,3/13/20,West,Nevada,Las Vegas,Men's Apparel,70,400,280000,140000.0,In-store
335,West Gear,1128299,3/13/20,West,Nevada,Las Vegas,Men's Apparel,49,136,6664,3598.56,Outlet
336,West Gear,1128299,3/14/20,West,Nevada,Las Vegas,Women's Apparel,74,150,11100,2997.0,Online
337,Foot Locker,1185732,3/14/20,Northeast,New York,New York,Men's Apparel,60,925,555000,166500.0,Outlet
338,West Gear,1128299,3/14/20,West,Nevada,Las Vegas,Women's Apparel,75,500,375000,56250.0,In-store
339,Foot Locker,1185732,3/14/20,Northeast,New York,New York,Men's Apparel,46,278,12788,4347.92,Outlet
340,Foot Locker,1185732,3/14/20,Northeast,New York,New York,Men's Apparel,58,231,13398,5761.14,Online
341,West Gear,1128299,3/14/20,West,Nevada,Las Vegas,Women's Apparel,56,170,9520,1713.6,Outlet
342,West Gear,1128299,3/15/20,West,Nevada,Las Vegas,Men's Street Footwear,30,425,127500,44625.0,In-store
343,West Gear,1128299,3/15/20,West,Nevada,Las Vegas,Men's Street Footwear,28,123,3444,1722.0,Online
344,Foot Locker,1185732,3/15/20,Northeast,New York,New York,Women's Apparel,61,286,17446,6978.4,Online
345,Foot Locker,1185732,3/15/20,Northeast,New York,New York,Women's Apparel,65,1100,715000,178750.0,Outlet
346,Foot Locker,1185732,3/15/20,Northeast,New York,New York,Women's Apparel,47,352,16544,4466.88,Outlet
347,West Gear,1128299,3/15/20,West,Nevada,Las Vegas,Men's Street Footwear,20,149,2980,1192.0,Outlet
348,West Gear,1128299,3/16/20,West,Nevada,Las Vegas,Men's Athletic Footwear,40,425,170000,34000.0,In-store
349,Foot Locker,1185732,3/16/20,Northeast,New York,New York,Men's Street Footwear,60,1250,750000,375000.0,Outlet
350,Foot Locker,1185732,3/16/20,Northeast,New York,New York,Men's Street Footwear,41,375,15375,7995.0,Outlet
351,Foot Locker,1185732,3/16/20,Northeast,New York,New York,Men's Street Footwear,58,325,18850,11498.5,Online
352,West Gear,1128299,3/16/20,West,Nevada,Las Vegas,Men's Athletic Footwear,31,145,4495,1123.75,Outlet
353,West Gear,1128299,3/16/20,West,Nevada,Las Vegas,Men's Athletic Footwear,38,123,4674,1542.42,Online
354,West Gear,1128299,3/17/20,West,Nevada,Las Vegas,Women's Street Footwear,39,115,4485,2063.1,Online
355,Foot Locker,1185732,3/17/20,Northeast,New York,New York,Men's Athletic Footwear,37,359,13283,4516.22,Outlet
356,Foot Locker,1185732,3/17/20,Northeast,New York,New York,Men's Athletic Footwear,53,308,16324,6692.84,Online
357,West Gear,1128299,3/17/20,West,Nevada,Las Vegas,Women's Street Footwear,26,128,3328,1397.76,Outlet
358,Foot Locker,1185732,3/17/20,Northeast,New York,New York,Men's Athletic Footwear,55,1025,563750,169125.0,Outlet
359,West Gear,1128299,3/17/20,West,Nevada,Las Vegas,Women's Street Footwear,40,425,170000,59500.0,In-store
360,West Gear,1128299,3/18/20,West,Nevada,Las Vegas,Women's Athletic Footwear,38,72,2736,1231.2,Online
361,Foot Locker,1185732,3/18/20,Northeast,New York,New York,Women's Street Footwear,37,314,11618,4298.66,Outlet
362,Foot Locker,1185732,3/18/20,Northeast,New York,New York,Women's Street Footwear,45,257,11565,5319.9,Online
363,West Gear,1128299,3/18/20,West,Nevada,Las Vegas,Women's Athletic Footwear,26,96,2496,848.64,Outlet
364,West Gear,1128299,3/18/20,West,Nevada,Las Vegas,Women's Athletic Footwear,40,275,110000,33000.0,In-store
365,Foot Locker,1185732,3/18/20,Northeast,New York,New York,Women's Street Footwear,50,950,475000,166250.0,Outlet
366,West Gear,1128299,3/19/20,West,Colorado,Denver,Men's Apparel,41,56,2296,1469.44,Online
367,West Gear,1128299,3/19/20,West,Colorado,Denver,Men's Apparel,45,225,101250,50625.0,In-store
368,West Gear,1128299,3/20/20,West,Colorado,Denver,Women's Apparel,37,128,4736,1231.36,Online
369,West Gear,1128299,3/20/20,West,Colorado,Denver,Women's Apparel,40,475,190000,28500.0,In-store
370,West Gear,1128299,3/21/20,West,Colorado,Denver,Men's Street Footwear,27,131,3537,1697.76,Online
371,West Gear,1128299,3/21/20,West,Colorado,Denver,Men's Street Footwear,30,525,157500,55125.0,In-store
372,West Gear,1128299,3/22/20,West,Colorado,Denver,Men's Athletic Footwear,38,111,4218,1265.4,Online
373,West Gear,1128299,3/22/20,West,Colorado,Denver,Men's Athletic Footwear,40,425,170000,34000.0,In-store
374,West Gear,1128299,3/23/20,West,Colorado,Denver,Women's Street Footwear,38,123,4674,2337.0,Online
375,West Gear,1128299,3/23/20,West,Colorado,Denver,Women's Street Footwear,40,425,170000,59500.0,In-store
376,West Gear,1128299,3/24/20,West,Colorado,Denver,Women's Athletic Footwear,40,275,110000,33000.0,In-store
377,West Gear,1128299,3/24/20,West,Colorado,Denver,Women's Athletic Footwear,36,72,2592,1166.4,Online
378,West Gear,1128299,3/25/20,West,Colorado,Denver,Men's Apparel,45,200,90000,45000.0,In-store
379,West Gear,1128299,3/25/20,West,Colorado,Denver,Men's Apparel,43,58,2494,1546.28,Online
380,West Gear,1128299,3/26/20,West,Colorado,Denver,Women's Apparel,40,400,160000,24000.0,In-store
381,West Gear,1128299,3/26/20,West,Colorado,Denver,Women's Apparel,37,116,4292,1158.84,Online
382,West Gear,1128299,3/27/20,West,Colorado,Denver,Men's Street Footwear,40,550,220000,77000.0,In-store
383,West Gear,1128299,3/27/20,West,Colorado,Denver,Men's Street Footwear,37,165,6105,2930.4,Online
384,West Gear,1128299,3/28/20,West,Colorado,Denver,Men's Athletic Footwear,50,400,200000,40000.0,In-store
385,West Gear,1128299,3/28/20,West,Colorado,Denver,Men's Athletic Footwear,48,112,5376,1827.84,Online
386,West Gear,1128299,3/29/20,West,Colorado,Denver,Women's Street Footwear,51,116,5916,2898.84,Online
387,West Gear,1128299,3/29/20,West,Colorado,Denver,Women's Street Footwear,55,400,220000,77000.0,In-store
388,West Gear,1128299,3/30/20,West,Colorado,Denver,Women's Athletic Footwear,51,90,4590,1973.7,Online
389,West Gear,1128299,3/30/20,West,Colorado,Denver,Women's Athletic Footwear,55,300,165000,49500.0,In-store
390,West Gear,1128299,3/31/20,West,Colorado,Denver,Men's Apparel,56,39,2184,1310.4,Online
391,West Gear,1128299,3/31/20,West,Colorado,Denver,Men's Apparel,60,150,90000,45000.0,In-store
392,Foot Locker,1185732,3/31/20,Northeast,New York,New York,Women's Athletic Footwear,40,324,12960,5184.0,Outlet
393,Foot Locker,1185732,3/31/20,Northeast,New York,New York,Women's Athletic Footwear,47,241,11327,5323.69,Online
394,Foot Locker,1185732,3/31/20,Northeast,New York,New York,Women's Athletic Footwear,50,925,462500,161875.0,Outlet
395,West Gear,1128299,4/1/20,West,Colorado,Denver,Women's Apparel,52,95,4940,1432.6,Online
396,West Gear,1128299,4/1/20,West,Colorado,Denver,Women's Apparel,55,350,192500,28875.0,In-store
397,West Gear,1128299,4/2/20,West,Colorado,Denver,Men's Street Footwear,55,131,7205,3386.35,Online
398,West Gear,1128299,4/2/20,West,Colorado,Denver,Men's Street Footwear,60,525,315000,110250.0,In-store
399,West Gear,1128299,4/3/20,West,Colorado,Denver,Men's Athletic Footwear,65,325,211250,42250.0,In-store
400,West Gear,1128299,4/3/20,West,Colorado,Denver,Men's Athletic Footwear,59,94,5546,1941.1,Online
401,West Gear,1128299,4/4/20,West,Colorado,Denver,Women's Street Footwear,61,113,6893,3446.5,Online
402,West Gear,1128299,4/4/20,West,Colorado,Denver,Women's Street Footwear,65,375,243750,85312.5,In-store
403,West Gear,1128299,4/5/20,West,Colorado,Denver,Women's Athletic Footwear,56,74,4144,1781.92,Online
404,West Gear,1128299,4/5/20,West,Colorado,Denver,Women's Athletic Footwear,60,275,165000,49500.0,In-store
405,West Gear,1128299,4/6/20,West,Colorado,Denver,Men's Apparel,65,175,113750,56875.0,In-store
406,West Gear,1128299,4/6/20,West,Colorado,Denver,Men's Apparel,62,44,2728,1664.08,Online
407,West Gear,1128299,4/7/20,West,Colorado,Denver,Women's Apparel,80,325,260000,39000.0,In-store
408,West Gear,1128299,4/7/20,West,Colorado,Denver,Women's Apparel,72,98,7056,1764.0,Online
409,West Gear,1128299,4/8/20,West,Colorado,Denver,Men's Street Footwear,55,131,7205,4395.05,Online
410,West Gear,1128299,4/8/20,West,Colorado,Denver,Men's Street Footwear,60,525,315000,157500.0,In-store
411,West Gear,1128299,4/9/20,West,Colorado,Denver,Men's Athletic Footwear,60,105,6300,2898.0,Online
412,West Gear,1128299,4/9/20,West,Colorado,Denver,Men's Athletic Footwear,65,375,243750,85312.5,In-store
413,West Gear,1128299,4/10/20,West,Colorado,Denver,Women's Street Footwear,65,375,243750,121875.0,In-store
414,West Gear,1128299,4/10/20,West,Colorado,Denver,Women's Street Footwear,59,98,5782,3469.2,Online
415,West Gear,1128299,4/11/20,West,Colorado,Denver,Women's Athletic Footwear,60,275,165000,74250.0,In-store
416,West Gear,1128299,4/11/20,West,Colorado,Denver,Women's Athletic Footwear,58,69,4002,2361.18,Online
417,West Gear,1128299,4/12/20,West,Colorado,Denver,Men's Apparel,63,44,2772,2106.72,Online
418,West Gear,1128299,4/12/20,West,Colorado,Denver,Men's Apparel,65,175,113750,73937.5,In-store
419,West Gear,1128299,4/13/20,West,Colorado,Denver,Women's Apparel,80,475,380000,114000.0,In-store
420,West Gear,1128299,4/13/20,West,Colorado,Denver,Women's Apparel,74,133,9842,4232.06,Online
421,West Gear,1128299,4/14/20,West,Colorado,Denver,Men's Street Footwear,54,189,10206,6531.84,Online
422,West Gear,1128299,4/14/20,West,Colorado,Denver,Men's Street Footwear,60,725,435000,217500.0,In-store
423,West Gear,1128299,4/15/20,West,Colorado,Denver,Men's Athletic Footwear,65,575,373750,130812.5,In-store
424,West Gear,1128299,4/15/20,West,Colorado,Denver,Men's Athletic Footwear,59,144,8496,4248.0,Online
425,West Gear,1128299,4/16/20,West,Colorado,Denver,Women's Street Footwear,65,575,373750,186875.0,In-store
426,West Gear,1128299,4/16/20,West,Colorado,Denver,Women's Street Footwear,64,150,9600,6144.0,Online
427,West Gear,1128299,4/17/20,West,Colorado,Denver,Women's Athletic Footwear,65,450,292500,131625.0,In-store
428,Walmart,1185732,4/17/20,Northeast,New York,New York,Men's Apparel,54,270,14580,6561.0,Online
429,Walmart,1185732,4/17/20,Northeast,New York,New York,Men's Apparel,60,900,540000,162000.0,Outlet
430,Walmart,1185732,4/17/20,Northeast,New York,New York,Men's Apparel,43,279,11997,3959.01,Outlet
431,West Gear,1128299,4/17/20,West,Colorado,Denver,Women's Athletic Footwear,62,135,8370,5022.0,Online
432,West Gear,1128299,4/18/20,West,Colorado,Denver,Men's Apparel,66,91,6006,4624.62,Online
433,Walmart,1185732,4/18/20,Northeast,New York,New York,Women's Apparel,48,355,17040,5112.0,Outlet
